ID,Price,Sqft_m2,RatioEurM,Rooms,Toilets,Area,Elevator,Parking,Heating,CoolAir,Construction,Balcony,Pool,PublicTr,Yard
i4087003968074,89800,40,2245,2,1,La Florida,No,No,No,No,Not New,No,No,Yes,No
i14724003957216,92000,50,1840,3,1,La Florida,No,No,No,Yes,Not New,No,No,Yes,No
i28402003894711,98500,40,2463,2,1,La Florida,No,No,No,Yes,Not New,No,No,Yes,No
i9260000035995,97500,42,2321,2,1,La Florida,No,No,No,Yes,Not New,No,No,No,No
i30028000051648,91000,35,2600,2,1,La Florida,No,No,No,No,Not New,No,No,No,No
i28831003985279,89900,40,2248,2,1,La Florida,No,No,No,Yes,Not New,No,No,Yes,No
i2129003063579,189000,59,3203,2,1,La Florida,Yes,No,No,Yes,Not New,No,No,No,No
i3117003815543,145000,64,2266,3,1,La Florida,Yes,No,Yes,No,Not New,Yes,No,Yes,No
i6313003717879,165000,57,2895,3,1,La Florida,Yes,No,No,No,Not New,Yes,No,Yes,No
i6313003583913,171000,65,2631,3,1,La Florida,No,No,No,No,Not New,Yes,No,Yes,No
i6069003826100,189000,52,3635,2,1,La Florida,Yes,No,No,No,Not New,No,No,Yes,No
i8478003914523,225000,70,3214,3,1,La Florida,Yes,No,No,Yes,Not New,Yes,No,No,No
i10513003832943,230000,75,3067,4,1,La Florida,Yes,No,No,No,Not New,Yes,No,Yes,No
i13920000007446,190000,90,2111,3,2,La Florida,Yes,No,No,No,Not New,No,No,No,No
i12099003809090,238000,100,2380,2,2,La Florida,No,No,Yes,No,Not New,Yes,No,Yes,No
i20352003622975,155000,72,2153,3,1,Les Planes,Yes,No,Yes,No,Not New,Yes,No,Yes,No
i4423002820981,153000,68,2250,3,1,Les Planes,Yes,No,No,No,Not New,No,No,No,No
i20352003622975,155000,72,2153,3,1,Les Planes,Yes,No,Yes,No,Not New,Yes,No,Yes,No
i2129003063527,144000,61,2361,3,1,Collblanc,Yes,No,Yes,Yes,Not New,No,No,No,No
i26780003723007,153000,58,2638,3,1,Collblanc,No,No,No,Yes,Not New,No,No,Yes,No
i5440003978553,139000,55,2527,3,1,Collblanc,Yes,No,No,No,Not New,No,No,Yes,No
i3677003295696,108000,58,1862,2,1,Collblanc,No,No,No,Yes,Not New,No,No,No,No
i15237003975318,129000,55,2345,3,1,Collblanc,No,No,Yes,No,Not New,No,No,Yes,No
i13895003978154,139000,50,2780,3,1,Collblanc,Yes,No,Yes,No,Not New,No,No,No,No
i4396003979589,139000,50,2780,3,1,Collblanc,Yes,No,Yes,No,Not New,Yes,No,Yes,No
i23591003979479,139000,50,2780,3,1,Collblanc,Yes,No,Yes,No,Not New,Yes,No,Yes,No
i9260000035961,122000,51,2392,3,1,Collblanc,No,No,No,Yes,Not New,No,No,No,No
i29091000000242,124000,52,2385,2,1,Collblanc,Yes,No,No,Yes,Not New,No,No,No,No
i6379003850801,130000,52,2500,2,1,Collblanc,No,No,No,No,Not New,Yes,No,No,No
i5220002321254,115000,52,2212,3,1,Collblanc,No,No,Yes,Yes,Not New,Yes,No,Yes,No
i32997000000003,115000,46,2500,3,1,Collblanc,No,No,No,No,Not New,No,No,No,No
i4454003978705,118000,50,2360,3,1,Collblanc,No,No,No,Yes,Not New,No,No,Yes,No
i26780003952068,122000,42,2905,2,1,Collblanc,No,No,Yes,No,Not New,Yes,No,Yes,No
i6396003798799,123000,54,2278,3,1,Collblanc,No,No,No,No,Not New,No,No,Yes,No
i1921003937490,105000,48,2188,3,1,Collblanc,No,No,No,Yes,Not New,No,No,Yes,No
i4423002821073,115000,54,2130,3,1,Collblanc,No,No,No,Yes,Not New,No,No,No,No
i4027003928127,115000,59,1949,3,1,Collblanc,No,No,Yes,No,Not New,No,No,Yes,No
i26096003965533,116000,60,1933,3,1,Collblanc,No,No,No,Yes,New,No,No,Yes,No
i6286003823996,103000,52,1981,3,1,Collblanc,No,No,No,No,Not New,No,No,Yes,No
i14177003523892,108000,66,1636,2,1,Collblanc,Yes,No,No,Yes,Not New,No,No,Yes,No
i11534003978547,104000,55,1891,3,1,Collblanc,No,No,Yes,No,Not New,No,No,Yes,No
i19220003979494,114000,45,2533,3,1,Collblanc,No,No,No,No,Not New,No,No,Yes,No
i11534003979229,139000,50,2780,3,1,Collblanc,Yes,No,Yes,No,Not New,No,No,Yes,No
i5440003978553,139000,55,2527,3,1,Collblanc,Yes,No,No,No,Not New,No,No,Yes,No
i13895003978154,139000,50,2780,3,1,Collblanc,Yes,No,Yes,No,Not New,No,No,No,No
i23881000003203,170000,55,3091,1,1,Collblanc,No,No,Yes,No,Not New,Yes,No,No,No
i11534003964016,159000,62,2565,3,1,Collblanc,Yes,No,No,Yes,Not New,No,No,Yes,No
i6379003857831,178500,68,2625,3,1,Collblanc,Yes,No,No,No,Not New,No,No,Yes,No
i27402003956796,175000,65,2692,3,1,Collblanc,Yes,No,No,No,Not New,Yes,No,Yes,No
i2129003063527,144000,61,2361,3,1,Collblanc,Yes,No,Yes,Yes,Not New,No,No,No,No
i19562000012087,150000,69,2174,2,1,Collblanc,No,No,No,No,Not New,No,No,No,No
i11534003964016,159000,62,2565,3,1,Collblanc,Yes,No,No,Yes,Not New,No,No,Yes,No
i19220003979458,159000,70,2271,3,1,Collblanc,No,No,Yes,No,Not New,No,No,Yes,No
i502003974844,178000,58,3069,1,1,Collblanc,No,No,No,No,Not New,Yes,No,Yes,No
i11534003954449,175000,65,2692,3,1,Collblanc,Yes,No,No,Yes,Not New,No,No,Yes,No
i6069003852306,150000,63,2381,3,1,Collblanc,No,No,No,No,Not New,No,No,No,No
i11534003964016,159000,62,2565,3,1,Collblanc,Yes,No,No,Yes,Not New,No,No,Yes,No
i14837003426634,170000,58,2931,1,1,Collblanc,No,No,No,Yes,Not New,Yes,No,Yes,No
i502003974844,178000,58,3069,1,1,Collblanc,No,No,No,No,Not New,Yes,No,Yes,No
i3566003961478,180000,53,3396,2,1,Collblanc,No,No,Yes,No,Not New,No,No,Yes,No
i32796000000015,175000,76,2303,3,1,Collblanc,Yes,No,No,No,Not New,No,No,No,No
i9260000035941,144000,61,2361,3,1,Collblanc,No,No,No,Yes,Not New,No,No,No,No
i11181003590045,150000,76,1974,3,1,Collblanc,No,No,No,No,Not New,No,No,Yes,No
i9260000036031,178500,67,2664,3,1,Collblanc,No,No,No,Yes,Not New,No,No,No,No
i3488003979418,178000,78,2282,4,1,Collblanc,Yes,No,Yes,No,Not New,No,No,No,No
i6069003838367,124000,45,2756,2,1,Collblanc,No,No,No,No,Not New,No,No,Yes,No
i9260000035927,136500,57,2395,3,1,Collblanc,No,No,No,Yes,Not New,No,No,No,No
i19374003971335,136000,50,2720,3,1,Collblanc,Yes,No,No,No,Not New,No,No,No,No
i19220003978066,139000,50,2780,3,1,Collblanc,Yes,No,Yes,No,Not New,Yes,No,Yes,No
i19374003971335,136000,50,2720,3,1,Collblanc,Yes,No,No,No,Not New,No,No,No,No
i19220003978066,139000,50,2780,3,1,Collblanc,Yes,No,Yes,No,Not New,Yes,No,Yes,No
i545003740699,164500,55,2991,2,1,Collblanc,Yes,No,No,Yes,Not New,No,No,Yes,No
i13074000011874,185000,52,3558,2,1,Collblanc,No,No,No,Yes,Not New,No,No,No,No
i8166003776301,185000,47,3936,2,1,Collblanc,No,No,No,No,Not New,No,No,No,No
i11534003681179,195000,57,3421,1,1,Collblanc,Yes,No,Yes,No,New,No,No,Yes,No
i19421003477492,187500,56,3348,3,1,Collblanc,Yes,No,No,Yes,Not New,No,No,Yes,No
i30028000049640,115000,55,2091,3,1,Besòs - Maresme,No,No,No,No,Not New,No,No,No,No
i3068003772633,370000,101,3663,3,2,Besòs - Maresme,No,Yes,Yes,No,New,Yes,No,Yes,Yes
i3068003772623,370000,96,3854,3,2,Besòs - Maresme,No,Yes,Yes,No,New,Yes,No,Yes,Yes
i3068003772607,355000,102,3480,3,2,Besòs - Maresme,No,Yes,Yes,No,New,Yes,No,Yes,Yes
i3068003772628,350000,101,3465,3,2,Besòs - Maresme,No,Yes,Yes,No,New,Yes,No,Yes,Yes
i3068003772614,350000,96,3646,3,2,Besòs - Maresme,No,Yes,Yes,No,New,Yes,No,Yes,Yes
i3068003772608,340000,96,3542,3,2,Besòs - Maresme,No,Yes,Yes,No,New,Yes,No,Yes,Yes
i3068003772619,335000,96,3490,3,2,Besòs - Maresme,No,Yes,Yes,No,New,Yes,No,Yes,Yes
i14839003911770,135500,60,2258,3,1,Besòs - Maresme,Yes,No,No,No,Not New,No,No,Yes,No
i3566003954035,115000,61,1885,2,1,Besòs - Maresme,No,No,No,Yes,Not New,No,No,Yes,No
i6069003814189,124500,52,2394,3,1,Besòs - Maresme,No,No,No,No,Not New,No,No,Yes,No
i4190003899082,129500,54,2398,3,1,Besòs - Maresme,No,No,No,Yes,Not New,No,No,Yes,No
i5496003941736,125000,55,2273,2,1,Besòs - Maresme,No,No,Yes,Yes,Not New,No,No,Yes,Yes
i4190003899082,129500,54,2398,3,1,Besòs - Maresme,No,No,No,Yes,Not New,No,No,Yes,No
i2101003827013,145000,58,2500,3,1,Besòs - Maresme,Yes,No,No,Yes,Not New,No,No,No,No
i23591003955239,150000,72,2083,3,1,Besòs - Maresme,Yes,No,No,Yes,Not New,No,No,Yes,No
i545003581625,139700,65,2149,3,1,Besòs - Maresme,Yes,No,No,Yes,Not New,No,No,Yes,No
i4641003959291,138000,68,2029,3,1,Besòs - Maresme,Yes,No,Yes,No,Not New,No,No,Yes,No
i14839003932189,132500,78,1699,3,1,Besòs - Maresme,Yes,No,No,No,Not New,No,No,Yes,No
i23591003955239,150000,72,2083,3,1,Besòs - Maresme,Yes,No,No,Yes,Not New,No,No,Yes,No
i10356003938336,149000,72,2069,2,1,Besòs - Maresme,Yes,No,No,No,Not New,No,No,Yes,No
i6069003817298,173000,63,2746,3,1,Besòs - Maresme,Yes,No,Yes,No,Not New,Yes,No,Yes,No
i6069003817357,174500,66,2644,3,1,Besòs - Maresme,Yes,No,No,No,Not New,No,No,Yes,No
i18986003241203,192500,66,2917,3,1,Besòs - Maresme,No,No,No,Yes,Not New,No,No,Yes,No
i12819003871069,172000,71,2423,3,1,Besòs - Maresme,Yes,No,No,No,Not New,No,No,Yes,Yes
i3047003937917,135000,52,2596,2,1,Besòs - Maresme,No,No,Yes,No,Not New,No,No,Yes,No
i23591003973432,179000,71,2521,3,1,Besòs - Maresme,Yes,No,Yes,No,Not New,No,No,Yes,No
i30173003959857,205000,83,2470,3,1,Besòs - Maresme,Yes,No,Yes,Yes,Not New,No,No,Yes,Yes
i4190003899083,173000,63,2746,3,1,Besòs - Maresme,Yes,No,No,Yes,Not New,No,No,Yes,No
i586003905639,173000,63,2746,3,1,Besòs - Maresme,Yes,No,Yes,No,Not New,No,No,Yes,No
i586003894130,174500,66,2644,3,1,Besòs - Maresme,Yes,No,No,Yes,Not New,No,No,Yes,No
i11970003892810,225000,81,2778,2,1,Besòs - Maresme,No,No,Yes,No,Not New,Yes,No,Yes,Yes
i5640000000015,190000,71,2676,3,1,Besòs - Maresme,Yes,No,Yes,No,Not New,Yes,No,Yes,No
i14839003952184,209000,72,2903,3,1,Besòs - Maresme,Yes,No,No,No,Not New,No,No,No,No
i4190003943137,467000,98,4765,3,2,Congrés - Indians,Yes,Yes,Yes,No,New,Yes,No,No,No
i4190003943141,458000,93,4925,3,2,Congrés - Indians,Yes,Yes,Yes,No,New,Yes,No,No,No
i4190003943124,455000,133,3421,2,2,Congrés - Indians,Yes,Yes,Yes,No,New,Yes,No,No,No
i4190003943135,418000,89,4697,3,2,Congrés - Indians,Yes,Yes,Yes,No,New,Yes,No,No,No
i29735003964447,540000,79,6835,1,1,Congrés - Indians,Yes,No,Yes,No,New,Yes,No,No,No
i29735003964443,500000,78,6410,2,2,Congrés - Indians,Yes,No,Yes,No,New,Yes,No,No,No
i29735003964432,350000,73,4795,2,1,Congrés - Indians,Yes,No,Yes,No,New,Yes,No,No,No
i29735003964439,335000,73,4589,2,1,Congrés - Indians,Yes,No,Yes,No,New,No,No,No,No
i29735003964448,330000,62,5323,2,1,Congrés - Indians,Yes,No,Yes,No,New,No,No,No,No
i29735003964435,330000,73,4521,2,1,Congrés - Indians,Yes,No,Yes,No,New,No,No,No,No
i29735003964406,325000,64,5078,2,1,Congrés - Indians,Yes,No,Yes,No,New,Yes,No,No,No
i29735003964451,280000,51,5490,1,1,Congrés - Indians,Yes,No,Yes,No,New,No,No,No,No
i29735003964402,360000,64,5625,1,1,Congrés - Indians,Yes,No,Yes,No,New,Yes,No,No,No
i3644003800288,215000,70,3071,3,1,Sant Martí,Yes,No,Yes,Yes,Not New,No,No,Yes,No
i3318003977532,227000,70,3243,3,1,Sant Martí,Yes,No,Yes,No,Not New,No,No,Yes,Yes
i538003980323,258000,90,2867,3,1,Sant Martí,Yes,No,Yes,No,Not New,No,No,Yes,No
i27784003850264,269000,87,3092,3,1,Sant Martí,Yes,No,No,Yes,Not New,No,No,No,No
i15516003972589,270000,100,2700,4,2,Sant Martí,Yes,No,Yes,No,Not New,No,No,Yes,No
i13884003525083,259000,83,3120,3,1,Sant Martí,Yes,No,No,No,Not New,No,No,No,No
i2952003979504,269000,87,3092,3,1,Sant Martí,Yes,No,No,Yes,Not New,No,No,Yes,No
i13961003960081,299900,104,2884,4,2,Sant Martí,Yes,No,Yes,No,Not New,No,No,Yes,No
i3630003964246,290000,95,3053,3,1,Sant Martí,Yes,No,Yes,Yes,Not New,No,No,Yes,No
i31686000000051,299900,104,2884,4,2,Sant Martí,Yes,No,Yes,No,Not New,No,No,No,No
i13961003960081,299900,104,2884,4,2,Sant Martí,Yes,No,Yes,No,Not New,No,No,Yes,No
i10356003959250,302000,106,2849,4,1,Sant Martí,Yes,No,No,No,Not New,No,No,Yes,Yes
i28405000000093,302000,106,2849,4,1,Sant Martí,Yes,No,Yes,Yes,Not New,No,No,No,Yes
i9260000035887,286000,104,2750,4,1,Sant Martí,No,No,No,Yes,Not New,Yes,No,No,No
i1233002633679,261000,83,3145,3,1,Sant Martí,Yes,No,Yes,No,Not New,No,No,Yes,No
i13884003525083,259000,83,3120,3,1,Sant Martí,Yes,No,No,No,Not New,No,No,No,No
i15516003972589,270000,100,2700,4,2,Sant Martí,Yes,No,Yes,No,Not New,No,No,Yes,No
i3630003964246,290000,95,3053,3,1,Sant Martí,Yes,No,Yes,Yes,Not New,No,No,Yes,No
i31686000000051,299900,104,2884,4,2,Sant Martí,Yes,No,Yes,No,Not New,No,No,No,No
i13961003960081,299900,104,2884,4,2,Sant Martí,Yes,No,Yes,No,Not New,No,No,Yes,No
i10356003959250,302000,106,2849,4,1,Sant Martí,Yes,No,No,No,Not New,No,No,Yes,Yes
i2277003484896,345000,90,3833,4,2,Sant Martí,Yes,No,No,Yes,Not New,No,No,No,No
i18274000005506,275000,90,3056,3,1,Sant Martí,Yes,No,Yes,No,Not New,Yes,No,Yes,No
i13961003907009,310000,102,3039,4,2,Sant Martí,Yes,No,Yes,Yes,Not New,No,No,Yes,No
i3644003800303,320000,103,3107,4,1,Sant Martí,Yes,No,Yes,Yes,Not New,No,No,Yes,No
i9766003983898,280000,98,2857,3,1,Sant Martí,Yes,No,No,No,Not New,No,No,Yes,Yes
i3318003978653,255000,86,2965,3,1,Sant Martí,Yes,Yes,Yes,No,Not New,No,No,Yes,No
i4623001341179,232000,84,2762,3,1,Sant Martí,Yes,No,No,Yes,Not New,No,No,No,No
i18274000005592,230000,101,2277,4,1,Sant Martí,Yes,No,Yes,No,Not New,No,No,Yes,No
i4623001341179,232000,84,2762,3,1,Sant Martí,Yes,No,No,Yes,Not New,No,No,No,No
i2952003952134,299900,115,2608,4,2,Sant Martí,Yes,No,Yes,No,Not New,No,No,Yes,No
i29906003882887,299900,104,2884,4,2,Sant Martí,Yes,No,Yes,Yes,Not New,No,No,No,No
i2952003979504,269000,87,3092,3,1,Sant Martí,Yes,No,No,Yes,Not New,No,No,Yes,No
i23843000000576,269000,87,3092,3,1,Sant Martí,Yes,No,No,Yes,Not New,No,No,No,No
i14908003956397,239000,83,2880,4,1,Sant Martí,Yes,No,No,No,Not New,No,No,Yes,No
i15516003967330,210000,86,2442,4,1,Sant Martí,Yes,No,No,Yes,Not New,No,No,Yes,No
i5514003958544,239000,83,2880,4,1,Sant Martí,Yes,No,No,Yes,Not New,No,No,Yes,No
i9260000035050,220000,70,3143,3,1,Sant Martí,No,No,No,Yes,Not New,No,No,No,No
i26048003868346,235000,75,3133,2,1,Sant Martí,Yes,No,No,Yes,Not New,No,No,Yes,No
i12823000000453,198500,64,3102,2,1,Sant Martí,Yes,No,Yes,No,Not New,No,No,No,No
i3318003971099,180000,76,2368,3,1,Sant Martí,Yes,No,No,Yes,Not New,No,No,Yes,No
i23591003970241,205000,60,3417,4,1,Sant Martí,Yes,No,No,Yes,Not New,No,No,Yes,No
i26048003868346,235000,75,3133,2,1,Sant Martí,Yes,No,No,Yes,Not New,No,No,Yes,No
i586003783363,210000,75,2800,3,1,Sant Martí,Yes,No,No,No,Not New,No,No,Yes,Yes
i586003763389,207400,64,3241,2,1,Sant Martí,Yes,No,No,No,Not New,Yes,No,Yes,No
i16073003338294,185000,78,2372,3,1,Sant Martí,Yes,No,No,Yes,Not New,No,No,No,No
i3644003800307,187000,67,2791,3,1,Sant Martí,Yes,No,No,Yes,Not New,No,No,Yes,No
i586003927343,200000,75,2667,3,1,Sant Martí,Yes,No,Yes,Yes,Not New,No,No,Yes,No
i2952003897579,196000,70,2800,3,1,Sant Martí,Yes,No,No,No,Not New,No,No,Yes,No
i2952003946972,180000,80,2250,3,1,Sant Martí,No,No,Yes,Yes,Not New,No,No,Yes,No
i4672003198791,210000,75,2800,3,1,Sant Martí,Yes,No,Yes,No,Not New,No,No,Yes,No
i14832000000753,210000,75,2800,3,1,Sant Martí,Yes,No,No,No,Not New,No,No,Yes,No
i1841003956756,205000,80,2563,3,1,Sant Martí,Yes,No,Yes,No,Not New,Yes,No,Yes,Yes
i12526003925104,189900,70,2713,3,1,Sant Martí,Yes,No,No,No,Not New,Yes,No,Yes,No
i18274000005645,185000,74,2500,3,1,Sant Martí,No,No,Yes,Yes,Not New,No,No,No,Yes
i29735003923191,620000,93,6667,2,1,Raval,No,No,No,No,New,Yes,No,Yes,No
i29735003923190,520000,69,7536,2,1,Raval,No,No,No,No,New,Yes,No,Yes,No
i29735003923176,375000,63,5952,1,1,Raval,No,No,No,No,New,Yes,No,Yes,No
i29735003923172,299000,48,6229,1,1,Raval,No,No,No,No,New,Yes,No,Yes,No
i29735003923168,299000,50,5980,1,1,Raval,No,No,No,No,New,Yes,No,Yes,No
i29735003923184,299000,63,4746,1,1,Raval,No,No,No,No,New,Yes,No,Yes,No
i29735003923172,299000,48,6229,1,1,Raval,No,No,No,No,New,Yes,No,Yes,No
i13966003978636,170000,49,3469,1,1,Raval,No,No,Yes,No,Not New,No,No,Yes,No
i4866003945823,180000,42,4286,2,1,Raval,No,No,Yes,No,Not New,No,No,Yes,No
i15105003980656,215000,54,3981,1,1,Raval,No,No,Yes,No,Not New,Yes,No,Yes,No
i5612003470984,195000,61,3197,2,1,Raval,Yes,No,No,Yes,Not New,No,No,Yes,No
i18274000004416,195000,71,2746,3,1,Raval,No,No,No,No,Not New,Yes,No,No,No
i11220003900110,189500,62,3056,2,1,Raval,Yes,No,No,Yes,Not New,No,No,Yes,No
i3647003862366,190000,60,3167,1,1,Raval,No,No,Yes,Yes,Not New,No,No,Yes,No
i2861002716249,149000,43,3465,1,1,Raval,No,No,No,Yes,Not New,No,No,Yes,No
i5377003742034,149000,63,2365,3,1,Raval,No,No,No,No,Not New,No,No,Yes,No
i4101003953015,149000,43,3465,1,1,Raval,No,No,No,No,Not New,No,No,Yes,No
i11817002440788,175000,50,3500,1,1,Raval,Yes,No,No,No,Not New,No,No,No,No
i541003951453,159000,45,3533,1,1,Raval,No,No,Yes,No,Not New,Yes,No,Yes,No
i13074000013798,159000,45,3533,1,1,Raval,No,No,Yes,Yes,Not New,Yes,No,No,No
i13074000013801,149000,43,3465,1,1,Raval,No,No,Yes,Yes,Not New,No,No,No,No
i13074000013794,149000,45,3311,1,1,Raval,No,No,Yes,Yes,Not New,No,No,No,No
i13074000013813,149000,50,2980,1,1,Raval,No,No,Yes,Yes,Not New,No,No,No,No
i2361003704271,149000,48,3104,2,1,Raval,No,No,No,No,Not New,Yes,No,Yes,No
i2319003710142,153500,45,3411,1,1,Raval,No,No,Yes,No,Not New,No,No,Yes,No
i517003967677,150000,46,3261,1,1,Raval,Yes,No,No,Yes,Not New,No,No,Yes,No
i2969003977733,190000,68,2794,4,1,Raval,No,No,No,No,Not New,No,No,Yes,No
i19562000012574,217000,50,4340,1,1,Raval,Yes,No,No,No,Not New,No,No,No,No
i1968003979370,195000,70,2786,2,1,Raval,No,No,No,Yes,Not New,No,No,Yes,No
i4585003972554,175000,70,2500,2,1,Raval,No,No,No,No,Not New,No,No,Yes,No
i2579003786815,157500,66,2386,3,1,Raval,No,No,No,Yes,Not New,No,No,Yes,No
i13074000013813,149000,50,2980,1,1,Raval,No,No,Yes,Yes,Not New,No,No,No,No
i27402003961285,155000,60,2583,2,1,Raval,No,No,Yes,No,Not New,No,No,Yes,No
i12526003966585,152000,68,2235,3,1,Raval,No,Yes,Yes,No,Not New,No,No,Yes,No
i32757003976896,135000,64,2109,3,1,Raval,No,No,No,Yes,Not New,No,No,Yes,No
i13483003952415,135000,64,2109,3,1,Raval,No,No,No,Yes,Not New,Yes,No,Yes,No
i5027003959950,110000,35,3143,2,1,Raval,No,No,No,No,Not New,No,No,Yes,No
i15608003870378,115000,38,3026,1,1,Raval,No,No,No,No,Not New,No,No,No,No
i5035003698790,138000,57,2421,2,1,Raval,No,No,No,Yes,Not New,Yes,No,Yes,No
i4101003952998,159000,45,3533,1,1,Raval,No,No,No,No,Not New,No,No,Yes,No
i9260000035836,143000,47,3043,3,2,Raval,No,No,No,Yes,Not New,No,No,No,No
i6432003765494,145000,45,3222,2,1,Raval,No,No,No,No,Not New,Yes,No,Yes,No
i13074000013798,159000,45,3533,1,1,Raval,No,No,Yes,Yes,Not New,Yes,No,No,No
i15217003959630,149000,43,3465,1,1,Raval,No,No,Yes,No,Not New,Yes,No,Yes,No
i4455003748723,149000,43,3465,1,1,Raval,No,No,No,Yes,Not New,No,No,No,No
i2861002716249,149000,43,3465,1,1,Raval,No,No,No,Yes,Not New,No,No,Yes,No
i3203003939176,130000,60,2167,3,1,Raval,No,No,No,Yes,Not New,No,No,Yes,No
i6069003816939,132500,64,2070,3,1,Raval,No,No,No,No,Not New,No,No,Yes,No
i586003921295,132500,64,2070,3,1,Raval,No,No,No,Yes,Not New,No,No,Yes,No
i1062003425669,135000,64,2109,3,1,Raval,No,No,No,Yes,Not New,No,No,No,No
i8166003771515,135000,50,2700,2,1,Raval,No,No,Yes,No,Not New,No,No,No,No
i28964003923707,135000,40,3375,2,1,Raval,No,No,Yes,Yes,Not New,No,No,Yes,No
i13483003952415,135000,64,2109,3,1,Raval,No,No,No,Yes,Not New,Yes,No,Yes,No
i29635000000040,120000,52,2308,2,1,Raval,No,No,No,No,Not New,No,No,No,No
i3554003939025,105000,42,2500,2,1,Raval,No,No,No,Yes,Not New,No,No,Yes,No
i26956003940299,118000,42,2810,2,1,Raval,No,No,No,Yes,Not New,Yes,No,Yes,No
i3203003939176,130000,60,2167,3,1,Raval,No,No,No,Yes,Not New,No,No,Yes,No
i6069003816939,132500,64,2070,3,1,Raval,No,No,No,No,Not New,No,No,Yes,No
i586003921295,132500,64,2070,3,1,Raval,No,No,No,Yes,Not New,No,No,Yes,No
i1062003425669,135000,64,2109,3,1,Raval,No,No,No,Yes,Not New,No,No,No,No
i28964003923707,135000,40,3375,2,1,Raval,No,No,Yes,Yes,Not New,No,No,Yes,No
i30028000024411,117530,55,2137,2,1,Raval,No,No,No,No,Not New,No,No,No,No
i21241000004420,123000,63,1952,3,1,Raval,No,No,No,Yes,Not New,No,No,No,No
i5027003968818,120000,54,2222,3,1,Raval,No,No,No,No,Not New,No,No,Yes,No
i5032002517571,131100,52,2521,2,1,Raval,No,No,No,Yes,Not New,No,No,No,No
i3203003939176,130000,60,2167,3,1,Raval,No,No,No,Yes,Not New,No,No,Yes,No
i32757003979012,195000,77,2532,3,1,Raval,No,No,No,No,Not New,No,No,Yes,No
i2136003529325,170000,81,2099,4,1,Raval,No,No,No,Yes,Not New,No,No,No,No
i13895003978488,225000,62,3629,3,1,Raval,Yes,No,Yes,No,Not New,Yes,No,Yes,No
i15217003979232,225000,52,4327,1,1,Raval,No,No,No,Yes,Not New,Yes,No,Yes,No
i32305000000043,260000,53,4906,2,1,Raval,No,No,Yes,No,Not New,No,No,No,No
i8166003779208,272000,66,4121,2,2,Raval,No,No,No,No,Not New,No,No,No,No
i27237003969542,199000,77,2584,2,2,Raval,No,No,No,No,Not New,No,No,Yes,No
i586003970898,138500,71,1951,3,1,Ciutat Meridiana,No,No,No,Yes,Not New,No,No,Yes,No
i586003920266,131000,83,1578,3,1,Ciutat Meridiana,No,No,No,Yes,Not New,No,No,Yes,No
i1014003958648,122900,78,1576,2,1,Ciutat Meridiana,Yes,No,No,No,Not New,No,No,No,No
i9883003971288,268000,57,4702,1,1,Poble Sec,No,No,No,Yes,Not New,No,No,Yes,No
i9562002856989,285000,60,4750,2,1,Poble Sec,Yes,No,No,Yes,Not New,No,No,No,No
i11379003974713,250000,48,5208,2,1,Poble Sec,No,No,Yes,No,Not New,Yes,No,Yes,No
i19562000012570,250000,48,5208,2,1,Poble Sec,No,No,No,No,Not New,No,No,No,No
i5020003916673,299500,53,5651,2,1,Poble Sec,No,No,Yes,No,Not New,No,No,No,No
i5889003763369,275000,57,4825,1,1,Poble Sec,No,No,No,No,Not New,No,No,No,No
i19562000012523,250000,55,4545,2,1,Poble Sec,Yes,No,No,No,Not New,No,No,No,No
i26250003788536,230000,72,3194,2,1,Poble Sec,No,No,Yes,No,Not New,Yes,No,Yes,No
i27855003954477,220000,55,4000,2,1,Poble Sec,Yes,No,No,No,Not New,No,No,No,No
i8621003976903,220000,58,3793,3,1,Poble Sec,No,No,Yes,No,Not New,Yes,No,Yes,No
i5612003864397,250000,65,3846,2,1,Poble Sec,Yes,No,Yes,No,Not New,Yes,No,Yes,No
i21241000003352,229000,52,4404,2,1,Poble Sec,No,No,No,No,Not New,No,No,No,No
i5377003864388,190000,64,2969,3,1,Poble Sec,Yes,No,No,Yes,Not New,No,No,Yes,No
i1530003927261,205000,55,3727,2,1,Poble Sec,No,No,No,Yes,Not New,Yes,No,Yes,No
i3974003523893,220000,50,4400,2,1,Poble Sec,No,No,No,No,Not New,No,No,No,No
i4454003969167,255000,57,4474,1,1,Poble Sec,No,No,Yes,No,Not New,No,No,Yes,No
i30030000149129,245000,66,3712,3,1,Poble Sec,No,No,No,No,Not New,No,No,No,No
i4454003969167,255000,57,4474,1,1,Poble Sec,No,No,Yes,No,Not New,No,No,Yes,No
i26258003940270,224000,56,4000,3,1,Poble Sec,Yes,No,No,Yes,Not New,Yes,No,Yes,Yes
i18274000005547,195000,51,3824,2,1,Poble Sec,No,No,No,Yes,Not New,No,No,Yes,No
i2861002716251,190000,48,3958,1,1,Poble Sec,Yes,No,No,Yes,Not New,No,No,Yes,No
i586003957945,190000,48,3958,1,1,Poble Sec,Yes,No,No,Yes,Not New,No,No,Yes,No
i2129003063484,185500,43,4314,1,1,Poble Sec,Yes,No,No,Yes,Not New,No,No,No,No
i1530003927261,205000,55,3727,2,1,Poble Sec,No,No,No,Yes,Not New,Yes,No,Yes,No
i27855003954477,220000,55,4000,2,1,Poble Sec,Yes,No,No,No,Not New,No,No,No,No
